taxid,rank,date,shield_no,timestamp: 2025-03-26
924537,SERGEANT,11/25/2008,2589
924537,SERGEANT,7/22/2009,1061
924537,LIEUTENANT,8/1/2016,
924537,LT DET COMMANDER,12/21/2021,
966878,POLICE OFFICER,10/24/2018,15984
949713,POLICE OFFICER,7/6/2010,15701
949713,SERGEANT,10/28/2016,4613
949713,LIEUTENANT,7/21/2022,
968154,POLICE OFFICER,7/12/2019,19419
942596,POLICE OFFICER,7/10/2006,7980
942596,DETECTIVE,11/21/2023,6668
945044,POLICE OFFICER,7/9/2007,1016
945044,SERGEANT,6/24/2022,4535
955559,POLICE OFFICER,7/9/2013,16873
964796,POLICE OFFICER,10/18/2017,1137
977425,POLICE OFFICER,7/5/2023,14376
979537,POLICE OFFICER,4/24/2024,2043
964309,POLICE OFFICER,7/5/2017,17134
972426,POLICE OFFICER,7/13/2021,28571
964499,POLICE OFFICER,10/18/2017,6951
957204,POLICE OFFICER,7/9/2014,15187
957204,SERGEANT,2/23/2024,2661
939553,POLICE OFFICER,7/11/2005,31728
976876,POLICE OFFICER,4/26/2023,17712
956292,POLICE OFFICER,1/8/2014,13835
974582,POLICE OFFICER,4/13/2022,11364
953466,POLICE OFFICER,7/11/2012,29659
953466,DETECTIVE,6/10/2021,3526
953466,SERGEANT,7/30/2021,1985
952278,POLICE OFFICER,1/9/2012,19656
961350,POLICE OFFICER,1/6/2016,14370
933401,POLICE OFFICER,7/1/2003,23860
933401,SERGEANT,12/17/2015,3691
933401,LIEUTENANT,8/30/2019,
973797,POLICE OFFICER,12/29/2021,25294
942597,POLICE OFFICER,7/10/2006,2760
942597,DETECTIVE,6/28/2024,7338
949714,POLICE OFFICER,7/6/2010,3902
949714,DETECTIVE,11/21/2017,3902
975205,POLICE OFFICER,7/13/2022,25783
975206,POLICE OFFICER,7/13/2022,26707
975845,POLICE OFFICER,10/19/2022,16590
962829,POLICE OFFICER,10/11/2016,1565
962829,DETECTIVE,6/24/2022,5950
978246,POLICE OFFICER,10/25/2023,13790
978246,POLICE OFFICER,2/15/2024,1565
951322,POLICE OFFICER,7/6/2011,13648
935824,POLICE OFFICER,7/1/2004,2836
948706,POLICE OFFICER,7/6/2010,11078
948706,POLICE OFFICER,11/9/2011,13435
948706,SERGEANT,4/28/2017,580
948706,SERGEANT,5/23/2017,1499
948706,LIEUTENANT,3/31/2023,
924538,POLICE OFFICER,7/7/1999,10513
924538,SERGEANT,5/30/2008,2110
924538,SGT DET SQUAD,6/29/2012,
968833,POLICE OFFICER,10/7/2019,27610
978801,POLICE OFFICER,1/3/2024,20440
978801,POLICE OFFICER,1/25/2024,7870
976877,POLICE OFFICER,4/26/2023,31107
977677,POLICE OFFICER,7/19/2023,28793
972280,POLICE OFFICER,7/7/2021,28334
970253,POLICE OFFICER,11/2/2020,24912
974583,POLICE OFFICER,4/13/2022,11021
937606,POLICE OFFICER,1/10/2005,29284
960015,POLICE OFFICER,10/7/2015,22075
977426,POLICE OFFICER,7/5/2023,26969
980222,POLICE OFFICER,7/3/2024,18033
980928,POLICE OFFICER,10/30/2024,14893
972479,POLICE OFFICER,7/21/2021,26067
968834,POLICE OFFICER,10/7/2019,7207
942598,POLICE OFFICER,7/10/2006,12035
942598,SERGEANT,5/3/2019,4916
927576,POLICE OFFICER,9/29/2000,14928
927576,SERGEANT,4/24/2009,2251
927576,SGT DET SQUAD,5/8/2017,
975846,POLICE OFFICER,10/19/2022,15474
955562,POLICE OFFICER,7/9/2013,6740
949715,POLICE OFFICER,7/6/2010,12095
949715,DETECTIVE,11/21/2017,3639
980223,POLICE OFFICER,7/3/2024,626
905151,POLICE OFFICER,8/30/1993,11918
905151,SERGEANT,1/22/1999,5334
905151,LIEUTENANT,3/22/2002,
905151,CAPTAIN,2/29/2008,
961351,POLICE OFFICER,1/6/2016,3643
966359,POLICE OFFICER,7/2/2018,13446
964797,POLICE OFFICER,10/18/2017,2831
978802,POLICE OFFICER,1/3/2024,20842
979538,POLICE OFFICER,4/24/2024,9827
976428,POLICE OFFICER,1/17/2023,12185
974584,POLICE OFFICER,4/13/2022,11925
975207,POLICE OFFICER,7/13/2022,27534
940791,POLICE OFFICER,1/9/2006,4020
940791,DETECTIVE,3/2/2015,4701
957205,POLICE OFFICER,7/9/2014,12202
957205,SERGEANT,7/28/2023,1938
947533,POLICE OFFICER,7/8/2008,8042
947533,SERGEANT,11/24/2015,2449
947533,LIEUTENANT,6/28/2019,
964798,POLICE OFFICER,10/18/2017,1154
964798,POLICE OFFICER,2/5/2025,9033
963772,POLICE OFFICER,4/12/2017,13499
943859,POLICE OFFICER,1/10/2007,5908
969386,POLICE OFFICER,1/6/2020,8065
975284,POLICE OFFICER,7/15/2022,22916
974585,POLICE OFFICER,4/13/2022,28433
962127,POLICE OFFICER,7/13/2016,3487
979539,POLICE OFFICER,4/24/2024,31324
979539,POLICE OFFICER,6/20/2024,1764
970254,POLICE OFFICER,11/2/2020,23470
970254,POLICE OFFICER,3/10/2021,5534
964311,POLICE OFFICER,7/5/2017,16545
943860,POLICE OFFICER,1/10/2007,23842
943860,SERGEANT,11/24/2020,5449
937608,POLICE OFFICER,1/10/2005,15252
980929,POLICE OFFICER,10/30/2024,17814
972281,POLICE OFFICER,7/7/2021,24343
937609,POLICE OFFICER,1/10/2005,12564
939555,POLICE OFFICER,7/11/2005,26086
939555,SERGEANT,9/29/2014,4637
959287,POLICE OFFICER,7/8/2015,21004
959287,DETECTIVE,9/29/2023,7747
945045,POLICE OFFICER,7/9/2007,4773
945045,DETECTIVE,10/28/2016,5703
973798,POLICE OFFICER,12/29/2021,21740
975208,POLICE OFFICER,7/13/2022,19606
947858,POLICE OFFICER,7/8/2008,9347
947858,DETECTIVE,5/2/2016,3128
958111,POLICE OFFICER,1/7/2015,17012
960016,POLICE OFFICER,10/7/2015,21766
947951,POLICE OFFICER,1/14/2009,11230
947951,DETECTIVE,6/24/2016,112
947951,POLICE OFFICER,4/29/2019,1146
947951,SERGEANT,12/23/2022,4309
972282,POLICE OFFICER,7/7/2021,21161
956293,POLICE OFFICER,1/8/2014,15258
916780,POLICE OFFICER,6/30/1995,25393
916780,DETECTIVE,5/25/2001,6089
976429,POLICE OFFICER,1/17/2023,2332
967360,POLICE OFFICER,1/3/2019,28594
967360,DETECTIVE,9/30/2024,7378
952279,POLICE OFFICER,1/9/2012,10668
960274,POLICE OFFICER,1/6/2016,2629
977427,POLICE OFFICER,7/5/2023,13881
937610,POLICE OFFICER,1/10/2005,18783
937610,SERGEANT,1/27/2010,983
937610,LIEUTENANT,10/26/2012,
937610,CAPTAIN,11/25/2014,
937610,DEPUTY INSPECTOR,8/31/2018,
937610,INSPECTOR,9/3/2021,
932027,POLICE OFFICER,7/1/2002,31829
944183,POLICE OFFICER,1/10/2007,28523
931301,POLICE OFFICER,7/1/2002,11135
931301,DETECTIVE,1/31/2008,5388
931301,SERGEANT,8/3/2012,5354
931301,SGT DET SQUAD,7/21/2022,
951524,POLICE OFFICER,1/9/2012,20300
951524,SERGEANT,11/24/2020,5455
951524,LIEUTENANT,2/23/2024,
962832,POLICE OFFICER,10/11/2016,19237
972979,POLICE OFFICER,10/12/2021,9489
978247,POLICE OFFICER,10/25/2023,6349
980224,POLICE OFFICER,7/3/2024,6368
976430,POLICE OFFICER,1/17/2023,7975
946310,POLICE OFFICER,1/7/2008,29121
946310,DETECTIVE,10/26/2018,5486
931303,POLICE OFFICER,7/1/2002,10202
931303,SERGEANT,3/28/2008,4790
931303,LIEUTENANT,6/29/2012,
949716,POLICE OFFICER,7/6/2010,2044
976431,POLICE OFFICER,1/17/2023,8292
967701,POLICE OFFICER,4/15/2019,6962
958112,POLICE OFFICER,1/7/2015,16419
946618,POLICE OFFICER,7/8/2008,2301
959288,POLICE OFFICER,7/8/2015,20041
952280,POLICE OFFICER,1/9/2012,20968
966360,POLICE OFFICER,7/2/2018,14410
952744,POLICE OFFICER,7/11/2012,12823
952744,SERGEANT,11/24/2020,5460
979541,POLICE OFFICER,4/24/2024,3630
980225,POLICE OFFICER,7/3/2024,15895
949717,POLICE OFFICER,7/6/2010,12117
949717,DETECTIVE,6/10/2021,3610
972980,POLICE OFFICER,10/12/2021,616
947952,POLICE OFFICER,1/14/2009,7949
947952,DETECTIVE,8/22/2017,4809
942414,POLICE OFFICER,7/10/2006,9929
942414,SERGEANT,6/9/2017,2851
980226,POLICE OFFICER,7/3/2024,11998
961353,POLICE OFFICER,1/6/2016,10827
966361,POLICE OFFICER,7/2/2018,14415
962833,POLICE OFFICER,10/11/2016,23952
966881,POLICE OFFICER,10/24/2018,10653
966881,SERGEANT,4/4/2024,4052
955565,POLICE OFFICER,7/9/2013,2584
955565,DETECTIVE,1/31/2025,3714
967361,POLICE OFFICER,1/3/2019,25670
969387,POLICE OFFICER,1/6/2020,7219
953469,POLICE OFFICER,7/11/2012,30195
953469,SERGEANT,11/24/2020,5450
972283,POLICE OFFICER,7/7/2021,21168
943861,POLICE OFFICER,1/10/2007,8615
943861,SERGEANT,6/29/2012,4831
943861,LIEUTENANT,8/1/2016,
943861,CAPTAIN,3/5/2019,
943861,DEPUTY INSPECTOR,7/31/2024,
948143,POLICE OFFICER,1/14/2009,4870
948143,DETECTIVE,9/28/2017,3754
965558,POLICE OFFICER,1/10/2018,29587
978996,POLICE OFFICER,1/17/2024,17873
930248,POLICE OFFICER,7/1/2002,25831
930248,SERGEANT,3/28/2008,4793
930248,LIEUTENANT,5/29/2018,
930248,CAPTAIN,7/31/2024,
965559,POLICE OFFICER,1/10/2018,24094
980930,POLICE OFFICER,10/30/2024,2577
979662,POLICE OFFICER,5/8/2024,20096
964799,POLICE OFFICER,10/18/2017,7665
964799,DETECTIVE,8/30/2024,1995
905154,POLICE OFFICER,8/30/1993,28263
954363,POLICE OFFICER,1/9/2013,19108
954363,SERGEANT,7/30/2021,2008
943862,POLICE OFFICER,1/10/2007,18813
943862,DETECTIVE,12/22/2017,5855
943862,SERGEANT,9/3/2021,2575
975847,POLICE OFFICER,10/19/2022,5342
939835,POLICE OFFICER,1/9/2006,2081
939835,SERGEANT,8/30/2016,1073
939835,LIEUTENANT,2/9/2022,
950040,POLICE OFFICER,7/6/2011,30147
950040,DETECTIVE,10/25/2024,3171
929442,POLICE OFFICER,7/1/2002,12120
953470,POLICE OFFICER,7/11/2012,28000
978803,POLICE OFFICER,1/3/2024,8756
973800,POLICE OFFICER,12/29/2021,26525
977428,POLICE OFFICER,7/5/2023,28271
943863,POLICE OFFICER,1/10/2007,21057
959289,POLICE OFFICER,7/8/2015,18528
959289,SERGEANT,6/28/2024,5183
955566,POLICE OFFICER,7/9/2013,16875
955566,DETECTIVE,7/30/2021,3956
940793,POLICE OFFICER,1/9/2006,3137
940793,DETECTIVE,8/26/2022,7167
961354,POLICE OFFICER,1/6/2016,12707
939558,POLICE OFFICER,7/11/2005,20917
948514,POLICE OFFICER,1/11/2010,8561
948514,SERGEANT,2/24/2017,2440
948514,LIEUTENANT,11/24/2020,
980227,POLICE OFFICER,7/3/2024,15900
961355,POLICE OFFICER,1/6/2016,8163
956295,POLICE OFFICER,1/8/2014,12925
956295,SERGEANT,8/30/2019,5628
956295,LIEUTENANT,12/23/2024,
965560,POLICE OFFICER,1/10/2018,18595
965560,SERGEANT,12/22/2023,5596
949719,POLICE OFFICER,7/6/2010,11088
938720,POLICE OFFICER,7/11/2005,25709
939559,POLICE OFFICER,7/11/2005,10760
939559,SERGEANT,4/29/2011,1507
939559,LIEUTENANT,6/10/2021,
944185,POLICE OFFICER,1/10/2007,15857
944185,SERGEANT,8/31/2015,5476
935503,POLICE OFFICER,7/1/2004,14392
918390,POLICE OFFICER,7/18/1996,5038
918390,POLICE OFFICER,7/18/1997,3058
918390,DETECTIVE,12/20/2002,6908
974586,POLICE OFFICER,4/13/2022,9473
937613,POLICE OFFICER,1/10/2005,23344
937613,SERGEANT,1/31/2014,1849
964312,POLICE OFFICER,7/5/2017,14733
964312,POLICE OFFICER,6/2/2022,10177
917183,POLICE OFFICER,7/18/1996,8513
917183,SERGEANT,3/21/2002,1013
917183,SERGEANT,8/26/2008,13
917183,LIEUTENANT,8/29/2008,
917183,CAPTAIN,11/25/2014,
917183,DEPUTY INSPECTOR,11/21/2017,
917183,INSPECTOR,6/24/2022,
935828,POLICE OFFICER,7/1/2004,10464
970255,POLICE OFFICER,11/2/2020,22556
966882,POLICE OFFICER,10/24/2018,9070
969388,POLICE OFFICER,1/6/2020,19860
980228,POLICE OFFICER,7/3/2024,18593
939561,POLICE OFFICER,7/11/2005,6597
939561,SERGEANT,11/23/2010,4283
939561,LIEUTENANT,7/28/2014,
939561,CAPTAIN,10/28/2016,
939561,DEPUTY INSPECTOR,11/24/2020,
939561,INSPECTOR,12/21/2021,
939561,DEPUTY CHIEF,2/23/2024,
972284,POLICE OFFICER,7/7/2021,27296
935829,POLICE OFFICER,7/1/2004,14063
935829,DETECTIVE,9/30/2013,5587
961572,POLICE OFFICER,4/6/2016,4106
961356,POLICE OFFICER,1/6/2016,18306
961356,DETECTIVE,5/31/2024,3673
980931,POLICE OFFICER,10/30/2024,17823
943865,POLICE OFFICER,1/10/2007,12070
943865,SERGEANT,6/30/2017,3809
949720,POLICE OFFICER,7/6/2010,5448
949720,SERGEANT,2/24/2017,2459
949720,LIEUTENANT,11/24/2020,
957206,POLICE OFFICER,7/9/2014,11059
943867,POLICE OFFICER,1/10/2007,26962
933404,POLICE OFFICER,7/1/2003,31662
917184,POLICE OFFICER,7/18/1996,17587
917184,DETECTIVE,12/23/2008,5501
952283,POLICE OFFICER,1/9/2012,15047
937614,POLICE OFFICER,1/10/2005,6038
961357,POLICE OFFICER,1/6/2016,2988
959291,POLICE OFFICER,7/8/2015,20510
980229,POLICE OFFICER,7/3/2024,12631
943868,POLICE OFFICER,1/10/2007,3421
943868,DETECTIVE,5/2/2016,4920
977678,POLICE OFFICER,7/19/2023,22357
937615,POLICE OFFICER,1/10/2005,29371
962605,POLICE OFFICER,10/11/2016,19199
957207,POLICE OFFICER,7/9/2014,14084
957207,SERGEANT,6/30/2023,3252
963819,POLICE OFFICER,4/12/2017,9383
963819,DETECTIVE,8/26/2022,820
916784,POLICE OFFICER,6/30/1995,17667
916784,DETECTIVE,11/26/2002,3425
916784,SERGEANT,12/22/2006,928
916784,SGT DET SQUAD,7/28/2014,
962128,POLICE OFFICER,7/13/2016,17656
936177,POLICE OFFICER,1/10/2005,7421
977429,POLICE OFFICER,7/5/2023,28846
967362,POLICE OFFICER,1/3/2019,26288
973802,POLICE OFFICER,12/29/2021,27057
949721,POLICE OFFICER,7/6/2010,9397
949721,SERGEANT,6/5/2018,3704
949721,LIEUTENANT,7/31/2024,
957208,POLICE OFFICER,7/9/2014,2937
937616,POLICE OFFICER,1/10/2005,30416
937616,SERGEANT,10/29/2010,3641
961358,POLICE OFFICER,1/6/2016,9024
964790,POLICE OFFICER,10/18/2017,7675
939562,POLICE OFFICER,7/11/2005,28578
939562,DETECTIVE,5/29/2012,3365
943869,POLICE OFFICER,1/10/2007,2216
975848,POLICE OFFICER,10/19/2022,16010
953472,POLICE OFFICER,7/11/2012,31795
953473,POLICE OFFICER,7/11/2012,31346
953473,DETECTIVE,6/28/2024,7234
946314,POLICE OFFICER,1/7/2008,29529
946314,SERGEANT,1/28/2016,3733
946314,LIEUTENANT,9/28/2018,
960018,POLICE OFFICER,10/7/2015,6150
960018,DETECTIVE,5/27/2022,5342
960018,SERGEANT,4/4/2024,4056
961359,POLICE OFFICER,1/6/2016,13574
939563,POLICE OFFICER,7/11/2005,28593
939563,DETECTIVE,9/30/2013,2074
953474,POLICE OFFICER,7/11/2012,6752
953474,SERGEANT,10/25/2024,3418
963297,POLICE OFFICER,1/4/2017,20195
963297,DETECTIVE,12/21/2021,5638
975849,POLICE OFFICER,10/19/2022,14711
967363,POLICE OFFICER,1/3/2019,23659
920892,POLICE OFFICER,12/8/1997,7638
920892,DETECTIVE,3/31/2006,5519
920892,SERGEANT,7/31/2006,1492
920892,SGT DET SQUAD,6/28/2013,
940796,POLICE OFFICER,1/9/2006,16779
940796,DETECTIVE,11/21/2017,3640
969389,POLICE OFFICER,1/6/2020,25055
935831,POLICE OFFICER,7/1/2004,23352
935831,SERGEANT,12/21/2012,2025
935831,LIEUTENANT,10/28/2022,
975209,POLICE OFFICER,7/13/2022,26792
977430,POLICE OFFICER,7/5/2023,16558
962834,POLICE OFFICER,10/11/2016,12424
962834,POLICE OFFICER,1/9/2024,294
972983,POLICE OFFICER,10/12/2021,2183
962129,POLICE OFFICER,7/13/2016,18569
939564,POLICE OFFICER,7/11/2005,26868
939564,SERGEANT,3/28/2013,4027
939564,LIEUTENANT,4/24/2015,
939564,CAPTAIN,7/30/2021,
966364,POLICE OFFICER,7/2/2018,11253
919967,POLICE OFFICER,12/8/1997,2246
919967,DETECTIVE,12/23/2008,5509
947859,POLICE OFFICER,7/8/2008,26231
947859,SERGEANT,6/26/2015,5392
947859,LIEUTENANT,6/28/2019,
947859,CAPTAIN,8/30/2024,
942603,POLICE OFFICER,7/10/2006,12651
942603,DETECTIVE,12/22/2020,3528
957209,POLICE OFFICER,7/9/2014,14473
935832,POLICE OFFICER,7/1/2004,29620
935832,DETECTIVE,1/27/2012,655
976432,POLICE OFFICER,1/17/2023,3565
905157,POLICE OFFICER,8/30/1993,18897
905157,PO SPECIAL ASSIGN,8/1/1998,
905157,SERGEANT,3/26/1999,3047
905157,LIEUTENANT,5/28/2004,
905157,CAPTAIN,6/26/2009,
905157,DEPUTY INSPECTOR,7/26/2013,
905157,INSPECTOR,9/30/2016,
923244,POLICE OFFICER,8/31/1998,10308
923244,SERGEANT,7/30/2004,1993
923244,LIEUTENANT,4/29/2011,
923244,LT SPECIAL ASSIGN,4/1/2022,
962835,POLICE OFFICER,10/11/2016,7719
962836,POLICE OFFICER,10/11/2016,24834
949722,POLICE OFFICER,7/6/2010,541
975850,POLICE OFFICER,10/19/2022,15123
962130,POLICE OFFICER,7/13/2016,1077
962130,DETECTIVE,1/26/2024,2950
962130,SERGEANT,9/30/2024,2258
962061,POLICE OFFICER,7/13/2016,6334
962061,DETECTIVE,9/3/2021,4775
965561,POLICE OFFICER,1/10/2018,9572
948563,POLICE OFFICER,1/11/2010,9603
951324,POLICE OFFICER,7/6/2011,20104
951324,SERGEANT,11/24/2020,5461
951325,POLICE OFFICER,7/6/2011,10942
951325,SERGEANT,6/24/2022,4537
980932,POLICE OFFICER,10/30/2024,13385
947536,POLICE OFFICER,7/8/2008,4518
970886,POLICE OFFICER,12/29/2020,12665
969390,POLICE OFFICER,1/6/2020,28396
975210,POLICE OFFICER,7/13/2022,17868
939566,POLICE OFFICER,7/11/2005,28619
952284,POLICE OFFICER,1/9/2012,19692
952285,POLICE OFFICER,1/9/2012,12821
952285,DETECTIVE,7/30/2021,3451
961361,POLICE OFFICER,1/6/2016,31048
961362,POLICE OFFICER,1/6/2016,17525
961362,DETECTIVE,5/31/2024,4545
968157,POLICE OFFICER,7/1/2019,19971
946567,POLICE OFFICER,1/7/2008,25418
949946,POLICE OFFICER,7/6/2011,10955
960019,POLICE OFFICER,10/7/2015,21649
960019,SERGEANT,7/28/2023,3077
960019,POLICE OFFICER,12/18/2024,21658
962131,POLICE OFFICER,7/13/2016,13925
963298,POLICE OFFICER,1/4/2017,20966
937618,POLICE OFFICER,1/10/2005,31035
937618,DETECTIVE,11/2/2009,1809
955569,POLICE OFFICER,7/9/2013,26424
926200,POLICE OFFICER,3/1/2000,14042
926200,DETECTIVE,3/27/2015,5393
946316,POLICE OFFICER,1/7/2008,16086
946316,SERGEANT,2/28/2014,3083
946316,LIEUTENANT,11/20/2018,
946316,LT DET COMMANDER,12/21/2021,
964313,POLICE OFFICER,7/5/2017,16135
964313,SERGEANT,2/23/2024,2664
937619,POLICE OFFICER,1/10/2005,31036
937619,SERGEANT,9/24/2010,3063
939567,POLICE OFFICER,7/11/2005,30090
939567,DETECTIVE,3/31/2023,2260
943872,POLICE OFFICER,1/10/2007,20201
943872,SERGEANT,8/25/2023,3924
948515,POLICE OFFICER,1/11/2010,8574
980230,POLICE OFFICER,7/3/2024,630
935833,POLICE OFFICER,7/1/2004,7959
935833,DETECTIVE,5/28/2010,3938
935833,SERGEANT,9/24/2010,3072
935833,LIEUTENANT,6/2/2014,
935833,LT DET COMMANDER,12/21/2018,
935833,LT SPECIAL ASSIGN,9/11/2020,
935833,LT DET COMMANDER,3/29/2021,
971701,POLICE OFFICER,4/28/2021,19588
931316,POLICE OFFICER,7/1/2002,16032
931316,DETECTIVE,6/26/2015,4523
976434,POLICE OFFICER,1/17/2023,4996
972984,POLICE OFFICER,10/12/2021,4722
939568,POLICE OFFICER,7/11/2005,28469
939568,SERGEANT,10/26/2012,2985
939568,LIEUTENANT,9/28/2017,
939568,CAPTAIN,9/3/2021,
